,full_text,hashtags,retweets,geo,tags
94,Telegraph - Food shortages in Afghanistan as coronavirus worsens country's humanitarian crisis https://t.co/LRHOcBSI4v #Afghanistan #AFG #coronavirus #COVID19 #FoodInsecurity,"{'AFG', 'Afghanistan', 'FoodInsecurity', 'coronavirus', 'COVID19'}",0,,"[('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
95,"#Libertarian leaning policies of @TeamJoe (@JoeBiden &amp; @KamalaHarris)! 🇺🇸

#LibertariansForJoeBiden 
1. Biden believes that LGBTQ+ people and same-sex couples should be able to build and protect their families. 

2. Eliminate the death penalty. 

Thread 1: no particular order...","{'Libertarian', 'LibertariansForJoeBiden'}",4,,"[('Biden', 'PERSON')]"
96,"Coronavirus means number of Afghans facing food shortages has risen by huge 5 million this year, according to new @WFP estimates. Some 12 million in 'severe food insecurity' at the start of 2020 and now more like 17 million https://t.co/YDjXBuf44H",set(),1,,"[('WFP', 'ORGANIZATION')]"
97,"#Afghanistan’s Covid-19 outbreak has pushed another five million people into food shortages, dramatically worsening the #humanitarian situation in a country already racked by conflict.
https://t.co/mMWIWo7JuI @WFP @WFP_Media @UNOCHA @ramya_ramaswami","{'humanitarian', 'Afghanistan'}",0,,"[('Afghanistan', 'LOCATION'), ('WFP', 'ORGANIZATION'), ('UNOCHA', 'ORGANIZATION')]"
98,"Respectful discussion welcome! Or you can troll them. I've seen lots of Libertarians discussing Trump's ""possible"" Libertarian policies! Rand is really pushing ending the Afghanistan war. #Election2020",{'Election2020'},2,,"[('Trump', 'PERSON'), ('Afghanistan', 'LOCATION')]"
99,"@sandyagoura @Elohim_Gadol @realDonaldTrump Yes he killed a lot of people in Iraq,Libya and Afghanistan. Biden and Obama created Isis or let it flourish in Syria and in Iraq which caused the deaths of hundreds of thousands of people. This nice old man who is a figurehead cost the displacement of millions of people.",set(),0,,"[('Iraq', 'LOCATION'), ('Libya', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Biden', 'PERSON'), ('Obama', 'PERSON'), ('Isis', 'ORGANIZATION'), ('Syria', 'LOCATION'), ('Iraq', 'LOCATION')]"
100,"@kaanda_bataka @PissingGladiat1 @seemi_pasha After the disintegration of the Great Mongol Empire, a small breakaway faction known as ""Chagatai Khanate"" was formed whose kings claimed descent from royal Mongol line.

It was with this small Chagatai faction that Allauddin khilji waged wars. And every war was defensive.",set(),2,,"[('Chagatai', 'ORGANIZATION'), ('Khanate', 'ORGANIZATION'), ('Chagatai', 'LOCATION'), ('Allauddin', 'PERSON')]"
101,"@kaanda_bataka @PissingGladiat1 @seemi_pasha Khiljis themselves were refugees who fled Afghanistan in the wake of Mongol conquests and found employment with Delhi Sultanate.

Throughout Khilji's reign, Chagatai Khanate held ancestral Khilji lands in Afghanistan and there was nothing Khilji could do about it",set(),3,,"[('Afghanistan', 'LOCATION'), ('Delhi', 'LOCATION'), ('Sultanate', 'LOCATION'), ('Khilji', 'PERSON'), ('Chagatai', 'ORGANIZATION'), ('Khanate', 'ORGANIZATION'), ('Khilji', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Khilji', 'PERSON')]"
102,"@itshamix @AnahitMnats @VeneraArakelyan @KarapetGrigory1 @MesutOzil1088 Azeri media has published several photos of the earthquake in Turkey, refugees from Afghanistan, and massacres from Ex Yugoslavian war as proof of the Khojaly massacre.",set(),0,,"[('Turkey', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
103,"@M_Johnston1 @RightsGAC @CHRDnet @UyghurProject @HRF @HRWcanada @chrlcg @UNHumanRights You conveniently forgot the ""atrocities"" committed by US and its allies not long ago that bombed Libya, Syria, Iraq, Afghanistan, killed countless civilians, displaced over 3700mln refugees, gave rise to ISIL. XJ's training centre provides de-extreme &amp; job training 3-10 months pp",set(),0,,"[('HRF', 'ORGANIZATION'), ('US', 'LOCATION'), ('Libya', 'LOCATION'), ('Syria', 'LOCATION'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('ISIL', 'ORGANIZATION')]"
104,Once upon a time. https://t.co/U39wrvP2OW,set(),3873,,[]
105,I just watched a Afghanistan war movie and the first person that piped up in my mind was MSG Anderson......the last time I spoke to him was when he called me after the first black female ranger graduated. Said I could do it and dude legit fell off the face of the Earth.,set(),0,,"[('Afghanistan', 'LOCATION'), ('MSG', 'ORGANIZATION'), ('Anderson', 'ORGANIZATION'), ('Earth', 'LOCATION')]"
106,"UN teams working to assess humanitarian crisis in Helmand
#Helmand #UNAMA #Afghanistan #Taliban 

https://t.co/0xL3MXpcxx https://t.co/12LTQJexKC","{'Afghanistan', 'Taliban', 'Helmand', 'UNAMA'}",0,,"[('UN', 'ORGANIZATION'), ('Helmand', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Taliban', 'ORGANIZATION')]"
107,Taliban Endorse Trump and The Afghanistan War: The Cycle of Trump’s Fake Anti-Interventionism and Why We’re Still There – Tony Odarg https://t.co/k75mylpD8L,set(),0,,"[('Taliban', 'ORGANIZATION'), ('Endorse', 'ORGANIZATION'), ('Trump', 'ORGANIZATION')]"
108,"@terzininDefteri This room is one of over 30 meeting rooms at @UNGeneva. In a regular year we host over 10,000 meetings and conferences, large and small, looking into various issues, from human rights, to health, development, etc.",set(),0,,[]
109,"@UNGeneva @terzininDefteri 10,000 meetings just tell to word which issue solve like covid19 situation, syira, Afghanistan,Iran kashim, Iraq, refugees .",set(),0,,"[('Afghanistan', 'LOCATION'), ('Iran', 'LOCATION'), ('Iraq', 'LOCATION')]"
110,"Follow our series on #COVID-19's impact in #Afghanistan - after a brief on child returnees, we now focus on older people's wellbeing. We plan two 4-page briefs - one below and a forthcoming brief on #olderpeople caught in #displacement during the pandemic, with @HelpAge.","{'olderpeople', 'Afghanistan', 'COVID', 'displacement'}",1,,"[('Afghanistan', 'LOCATION')]"
111,"Today, joint assessment teams are continuing to evaluate the humanitarian impact of fighting and displacement of thousands of people near Lashkargah city,  Southern  Afghanistan
https://t.co/35pMQzNrlT https://t.co/YsagtXWmXH",set(),4,,"[('Lashkargah', 'LOCATION'), ('city', 'LOCATION'), ('Southern', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
112,Thousands flee Taliban onslaught in southern Afghanistan https://t.co/O2We1u2NMd #World #Afghanistan #Conflict,"{'World', 'Afghanistan', 'Conflict'}",0,,"[('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
113,"More than 5,100 families or 30,000 people have fled the fighting so far. #FMTNews #Afghanistan #Taliban #Refugees  https://t.co/S06knhWoYn","{'Afghanistan', 'FMTNews', 'Taliban', 'Refugees'}",0,,"[('Afghanistan', 'LOCATION'), ('Taliban', 'ORGANIZATION')]"
114,"More than 17 million people in Afghanistan, (or about half of the country), are experiencing severe food insecurity as the coronavirus pandemic depresses an already faltering economy. 
https://t.co/Pb69rfhzxB",set(),3,,"[('Afghanistan', 'LOCATION')]"
115,Food shortages in #Afghanistan as #coronavirus worsens country's humanitarian crisis @WFP  https://t.co/Wv328d8Wk8,"{'Afghanistan', 'coronavirus'}",0,,"[('Afghanistan', 'LOCATION'), ('WFP', 'ORGANIZATION')]"
116,"➡️Continued fighting resulted in civilian displacement and casualties in the south
➡️Casualties from IEDs in Laghman Province 
➡️1,897 people receive humanitarian aid from an NGO through AHF in the north

Read the full report:↘️https://t.co/MqDBnxRVnT https://t.co/QjFHZkyoKR",set(),4,,"[('Laghman', 'LOCATION'), ('Province', 'LOCATION'), ('AHF', 'ORGANIZATION')]"
117,This paragraph about camps is wrong and misleading. https://t.co/UrnhliL4su,set(),0,,[]
118,"#FactsMatter Lockdowns are a luxury of the rich. It is the working class and the poor whose lives are destroyed by prolonged lockdowns. Unconscionable and reckless to ignore that in order to naively focus on eliminating asymptomatic ""cases"".",{'FactsMatter'},4159,,[]
119,"@rain_later Here they specifically quote Pakistan - and they are wrong. As many as half (if not more) live outside what are called “refugee villages”. It also seems to conflate those who came due to Soviet invasion of Afghanistan in ‘79, versus those who came later.",set(),0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
120,@invisibleme45 @GisiAnthony No he never was.. he was a CIA Operative.. a ghost.. created during the USSR vs. Afghanistan conflict in the 80s,set(),1,,"[('CIA', 'ORGANIZATION'), ('USSR', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
121,Canadian soldiers were 20 minutes away from running out of ammo in Afghanistan War battle https://t.co/JKhuRwoxix,set(),0,,"[('Afghanistan', 'LOCATION')]"
122,Canadian soldiers were 20 minutes away from running out of ammo in Afghanistan War battle https://t.co/8T3qwkevya,set(),0,,"[('Afghanistan', 'LOCATION')]"
123,"Pakistan is surrounded by enemies that want to break off a piece and ingest it. Biggest among those are India, which NEVER accepted the 1947 partition and is still dreaming of Akhund Bharat, and Afghanistan the unfaithful. We fought their war, took its refugees. What did we get",set(),3,,"[('Pakistan', 'LOCATION'), ('India', 'LOCATION'), ('Akhund', 'PERSON'), ('Bharat', 'PERSON'), ('Afghanistan', 'LOCATION')]"
124,"Update: The main trauma hospital in #LashkarGah continues to be at capacity with treating injured. The MSF-supported Boost Provincial Hospital is acting as an over-flow facility. Additional 20 patients admitted over 24 hrs. Total is now 40, including pregnant women and children.",{'LashkarGah'},18,,"[('Boost', 'ORGANIZATION'), ('Provincial', 'ORGANIZATION'), ('Hospital', 'ORGANIZATION')]"
125,Canadian soldiers were 20 minutes away from running out of ammo in Afghanistan War battle https://t.co/U2a8MSM7x6,set(),0,,"[('Afghanistan', 'LOCATION')]"
126,#Taliban in the area between Nawa and Nad Ali #Helmand #Afghanistan https://t.co/e1WKTiGN6f,"{'Afghanistan', 'Taliban', 'Helmand'}",1,,"[('Taliban', 'ORGANIZATION'), ('Nawa', 'LOCATION'), ('Nad', 'LOCATION'), ('Ali', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
127,Canadian soldiers were 20 minutes away from running out of ammo in Afghanistan War battle https://t.co/sJuiVta15L,set(),0,,"[('Afghanistan', 'LOCATION')]"
128,"Hundreds of refugees on the move amid total collapse of any authority in central #Helmand which is spreading further south. I think that #Taliban are making mistake by letting Sangorians free, because it will increase lawlessness and chaos #Afghanistan https://t.co/fqlQUna5KX","{'Afghanistan', 'Taliban', 'Helmand'}",0,,"[('Helmand', 'LOCATION'), ('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
129,😡 https://t.co/bAnwwq1nWN,set(),2189,,[]
130,"@SWAtlasHoover @DonaldJTrumpJr After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fund-raising for Afghan people Plesae 
 https://t.co/NdwFf9HMul lives. https://t.co/oh3YEArqK0",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
131,perfect depiction of Tatas,set(),129,,[]
132,@upword_ Cat fish accounts are trying their best to reduce damage. 😂😂,set(),1,,[]
133,"Opinions wanted. Sound off if you are a Veteran of this 20 year war or currently serving (active, Guard, Reserves)...you have certainly earned the right to state your opinion.

The 20th Year of the Afghanistan War Should Be America…https://t.co/oiKZvD02DE https://t.co/Au8MbilNti",set(),0,,[]
134,"BREAKING NEWS: We’ve secured $55 million in #funding to help leading industrial companies around the world improve the reliability, resilience and efficiency of their #manufacturing operations through Machine Health. Learn more: https://t.co/6WrnGJSM6c https://t.co/8wbEXeiZem","{'manufacturing', 'funding'}",3,,"[('Machine', 'ORGANIZATION'), ('Health', 'ORGANIZATION')]"
135,"Building a brighter 💡🔆 future for 150 families, more than 1,000 individuals, in Bamyan &amp; Daykundi
By installing solar panels they will have access to their own sustainable #energy 💡🔆 https://t.co/Yg5qmfq9sG",{'energy'},9,,"[('Bamyan', 'LOCATION')]"
136,@Amya2212 reality,set(),0,,[]
137,@UNHCRAfg @MoRRAfg @UNHCRAsia @unafghanistan @BurenCaroline @mfa_afghanistan @UNAMAnews @UNHCRgov @Refugees @IFreijsen @IndrikaRatwatte Please send as yours cantact thanks,set(),0,,[]
138,"@ajaeys Jim Sarbh , a Parsi spoke out against CAA which sought to give relief to unfortunate non Muslim refugees from Pakistan, Bangladesh &amp; Afghanistan
👇 https://t.co/FJm9czFoVL",set(),0,,"[('Jim', 'PERSON'), ('Sarbh', 'PERSON'), ('CAA', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
139,"@ajaeys @Amya2212 Jim Sarbh , a Parsi spoke out against CAA which sought to give relief to unfortunate non Muslim refugees from Pakistan, Bangladesh &amp; Afghanistan
👇 https://t.co/P46GED6MkA",set(),0,,"[('Jim', 'PERSON'), ('Sarbh', 'PERSON'), ('CAA', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
140,"@upword_ Jim Sarbh , a Parsi spoke out against CAA which sought to give relief to unfortunate non Muslim refugees from Pakistan, Bangladesh &amp; Afghanistan
👇 https://t.co/zu0EPVO5Xq",set(),0,,"[('Jim', 'PERSON'), ('Sarbh', 'PERSON'), ('CAA', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
141,"In a new study, Harvard economist David Cutler &amp; Lawrence Summers put total economic costs of #COVID19 at $16T.

That's more than 2x the outlays ""for all the wars the US has fought since Sept. 11, 2001, including those in Afghanistan, Iraq, and Syria.""
https://t.co/aW9NJQF1Wa",{'COVID19'},25,,"[('Harvard', 'ORGANIZATION'), ('David', 'ORGANIZATION'), ('Cutler', 'ORGANIZATION'), ('&', 'ORGANIZATION'), ('amp', 'ORGANIZATION'), ('Lawrence', 'PERSON'), ('Summers', 'PERSON'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Syria', 'LOCATION')]"
142,"@Half_Baaked @upword_ Jim Sarbh , a Parsi spoke out against CAA which sought to give relief to unfortunate non Muslim refugees from Pakistan, Bangladesh &amp; Afghanistan
👇 https://t.co/h7sL8j5JLM",set(),0,,"[('Jim', 'PERSON'), ('Sarbh', 'PERSON'), ('CAA', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
143,"Conflicts have been raging in Afghanistan for almost 40 years, and the country has the third-highest number of refugees worldwide. Germany supports a project by @Johanniter to provide basic medical care in Gulan refugee camp: https://t.co/co6oe5weec",set(),10,,"[('Afghanistan', 'LOCATION'), ('Germany', 'LOCATION'), ('Gulan', 'LOCATION')]"
144,I am fortunate to have a wonderfully close family but there are 225k older people across the UK who can go over a week without speaking to anyone. Please take the time to listen to others and #DonateYourWords… you never know what words you may get back! @CadburyUK @Age_UK https://t.co/Z7Vk9ryek8,{'DonateYourWords'},967,,"[('UK', 'LOCATION')]"
145,"Pakistanis don't make fun of Afghanistan to make themselves feel better. Pakistanis for decades graciously hosted Afghan refugees as brethren. 

Pakistanis are fed up of Afghan political aggression &amp; land grabbing ideas &amp; our political response is reasonable, expected &amp; measured.",set(),2,,"[('Afghanistan', 'LOCATION')]"
146,"@upword_ @Swamy39 was right,in calling Ratan Tata a hypocrite.",set(),0,,[]
147,The 20th Year of the Afghanistan War Should Be America’s Last https://t.co/ttTInSNvfT via @DefenseOne Just declare the war won and go home,set(),0,,"[('America', 'LOCATION')]"
148,"@Unaplohindu @upword_ @Swamy39 Jim Sarbh , a Parsi spoke out against CAA which sought to give relief to unfortunate non Muslim refugees from Pakistan, Bangladesh &amp; Afghanistan
👇 https://t.co/rbCiZAL5xw",set(),3,,"[('Jim', 'PERSON'), ('Sarbh', 'PERSON'), ('CAA', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
149,"@captaintommoore @CadburyUK @age_uk After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan people PLz donate. https://t.co/VVAlsv6pMQ",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
